Identification de l'installation/ Facility Identification,Nom du propriétaire/ Owner Name,Nom du système / System Name,Ville/ City,Province (Anglais)/ Province (English),Province (Français) / Province (French),Code postal/ Postal Code,Type de propriétaire (Anglais) / Owner Type (English),Type de propriétaire (Français)/ Owner Type (French),Type d'exploitant (Anglais)/ Operator Type (English),Type d'exploitant  (Français) / Operator Type (French),Volume journalier moyen de l'effluent (m3) / Average Daily Effluent Volume (m3),Méthode de calcul (Anglais) / Method of Calculation (English),Méthode de calcul  (Français)/ Method of Calculation (French),Description de la méthode de calcul/ Description of Calculation Method ,Indicateur - Utilisation de chlore (Anglais)/ Chlorine Use Indicator (English),Indicateur - Utilisation de chlore (Français) / Chlorine Use Indicator (French),Type du système (Anglais)/ System Type (English),Type du système (Français)/ System Type (French),Types de traitement (Anglais)/ Treatment Types (English),Types de traitement (Français)/ Treatment Types (French),Description des autres traitements / Other Treatment Description,Description du lieu de rejet (Anglais) / Discharge Place Description (English),Description du lieu de rejet (Français) / Discharge Place Description (French),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Anglais)/ Is the hydraulic retention time 5 days or more? (English),Le temps de rétention hydraulique est-il de 5 jours ou plus? (Français) / Is the hydraulic retention time 5 days or more? (French),Fréquence de reportage (Anglais)/ Reporting Frequency (English),Fréquence de reportage (Français) / Reporting Frequency (French),Périodes decalcul (Anglais)/ Averaging Period (English),Périodes de calcul (Français) / Averaging Period (French),Latitude/ Latitude,Longitude/ Longitude,Statut de Vérification du point (Anglais)/ Verification status of the point (English),Statut de Vérification du point (Français)/ Verification status of the point (French),Type de point (Anglais)/ Type of Point (English),Type de point (Français) / Type of Point (French),Nom de la masse d'eau fréquentée par les poissons/ Name of body of water frequented by fish,Nom de la masse d'eau au point d'entrée/ Name of the water at point of entry, Description de l'utilisation de l'eau (Anglais)/ Description of use of water (English),Description de l'utilisation de l'eau (Français)/ Description of use of water (French),Description des eaux fréquentées par les poisons (Anglais) / Description of water frequented by fish (English),Description des eaux fréquentées par les poisons (Français)/ Description of water frequented by fish (French),État du système (Anglais)/ System status (English),État du système (Français)/ System status (French)
24677,City of Lethbridge,Lethbridge WWTP,Lethbridge,Alberta,Alberta,T1H 1E4,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,35000,Continuous measure of influent volume deposited via the final discharge point,Mesure en continu du volume d'affluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation Clarification, Skimming, Activated Sludge, Biological Nitrogen Removal Nitrification And Denitrification, Biological Phosphorus Removal, Biological Nutrient Removal Nitrogen And Phosphorus, Disinfection","Dessablage, Dégrillage, Sédimentation clarification primaire, Écrémage, Boues activées,Élimination biologique de l'azote – Nitrification et dénitrification, Élimination biologique du phosphore,Élimination biologique des nutriments nutritifs (azote et phosphore), Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,49.7157,-112.8578,Verified,Vérifié,Final Discharge Point,Point de rejet final,Oldman River,Oldman River,Other,Autre,Watercourse with bulk flow ratio >=10 and <=100,Cours d'eau avec un coefficient de débit brut >=10 et <=100,operational,opérationnel
13827,City of Medicine Hat,Wastewater Treatment Plant,Medicine Hat,Alberta,Alberta,T1C 1S6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,22691,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation Clarification, Skimming, Trickling Filter, Chemical Precipitation Phosphorus, Disinfection","Dessablage, Dégrillage, Sédimentation clarification primaire, Écrémage, Lit bactérien, Précipitation chimique (phosphore), Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,50.0494,-110.6398,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,,,,,operational,opérationnel
9579,City of Red Deer,Wastewater Treatment Plant,Red Deer,Alberta,Alberta,T4P3R6,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,54502,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Primary Sedimentation Clarification, Skimming, Activated Sludge, Lagoon Facultative, Biological Nutrient Removal Nitrogen And Phosphorus, Chemical Precipitation Phosphorus, Disinfection","Dessablage, Dégrillage, Sédimentation clarification primaire, Écrémage, Boues activées, Étangs Facultative,Élimination biologique des nutriments nutritifs (azote et phosphore), Précipitation chimique (phosphore), Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Monthly,Mensuel,52.3139,-113.7933,Verified,Vérifié,Final Discharge Point,Point de rejet final,Red Deer River,Red Deer River,Drinking water source,Source d'eau potable,Other,Autre,operational,opérationnel
23506,City of Wetaskiwin,Peace Hills Utility,Wetaskiwin,Alberta,Alberta,T9A 2G9,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,4700,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,"Influent measured with flow meters 4700 m3 daily influent in 2012 , discharge twice yearly 6 weeks each discharge one spring one fall",No,Non,Intermittent,Intermittent,"Screening, Lagoon Aerated, Lagoon Facultative, Storage Ponds","Dégrillage, Étangs Aérée, Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,52.9844,-113.3352,Estimated,Estimé,Final Discharge Point,Point de rejet final,Battle River,Unnamed seasonal creek,Other,Autre,Watercourse with bulk flow ratio >=10 and <=100,Cours d'eau avec un coefficient de débit brut >=10 et <=100,operational,opérationnel
24232,Civeo Water Canada Ltd,BREL WWTP,Fort McMurray,Alberta,Alberta,T5S1K6,Other,Autre,Other,Autre,1148,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Screening, Activated Sludge, Biological Ammonia Removal Nitrification Only, Chemical Precipitation Phosphorus, Filtration, Disinfection","Dégrillage, Boues activées,Élimination biologique de l'ammoniac – Nitrification seulement, Précipitation chimique (phosphore), Filtration, Désinfection",,Effluent is deposited to water frequented by fish via the final discharge point,L'effluent est rejeté dans des eaux fréquentées par les poissons à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,57.125,-111.6155,Verified,Vérifié,Final Discharge Point,Point de rejet final,Athabasca River,Athabasca River,Drinking water source,Source d'eau potable,Watercourse with bulk flow ratio > 100,Cours d'eau avec un coefficient de débit brut > 100,operational,opérationnel
26954,Cold Lake First Nations,Cold Lake First Nations Lagoon,Cold Lake,Alberta,Alberta,T9M1P4,Indigenous,Autochtone,Indigenous,Autochtone,101,Other method of calculation based on measurements,Autre méthode de calcul fondée sur les mesures,1/3 of water produced daily by water treatment plant plus the volume brought in daily by sewage trucks,No,Non,Intermittent,Intermittent,"Primary Sedimentation Clarification, Lagoon Anaerobic, Lagoon Facultative, Storage Ponds","Sédimentation clarification primaire, Étangs Anaérobie, Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,54.3431,-110.2248,Verified,Vérifié,Final Discharge Point,Point de rejet final,Beaver River,Unnamed spring,Other,Autre,Watercourse with bulk flow ratio >=10 and <=100,Cours d'eau avec un coefficient de débit brut >=10 et <=100,operational,opérationnel
23258,Correctional Service Canada,PR REGION - Bowden Institution Wastewater Treatment System,Innisfail,Alberta,Alberta,T4G 1V1,Federal,Fédéral,Federal,Fédéral,484,Determined on the basis of the system's average design rate of influent flow,Déterminé à partir du débit de conception moyen d'affluent de ce système,,No,Non,Intermittent,Intermittent,"Screening, Lagoon Anaerobic, Lagoon Facultative, Storage Ponds","Dégrillage, Étangs Anaérobie, Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,51.9818,-114.0027,Verified,Vérifié,Final Discharge Point,Point de rejet final,Ditch - Not a Water Body,Not Applicable,,,,,operational,opérationnel
30527,County of Grande Prairie No. 1,Hythe Lagoon,Hamlet of Hythe,Alberta,Alberta,T0H 2C0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,220,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Intermittent,Intermittent,"Lagoon Aerobic, Lagoon Anaerobic, Lagoon Facultative, Lagoon Non Aerated","Étangs Aérobie, Étangs Anaérobie, Étangs Facultative,Étangs Non aérée",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,55.3314,-119.5725,Verified,Vérifié,Final Discharge Point,Point de rejet final,Beaverlodge river,Beaverlodge river,Agriculture (e.g irrigation),Agriculture (irrigation),Watercourse with bulk flow ratio < 10,Cours d'eau avec un coefficient de débit brut < 10,operational,opérationnel
26880,County of Wetaskiwin No. 10,Alder Flats Lagoon,Alder Flats,Alberta,Alberta,T0C0A0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,20,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,"Lagoon Aerated, Lagoon Anaerobic, Lagoon Facultative, Storage Ponds","Étangs Aérée, Étangs Anaérobie, Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,52.9385,-114.9784,Verified,Vérifié,Final Discharge Point,Point de rejet final,North Saskatchewan River,,Other,Autre,Other,Autre,operational,opérationnel
26882,County of Wetaskiwin No. 10,NEPL/Mulhurst Bay Lagoon,Wetaskiwin,Alberta,Alberta,T9A 2G5,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,657.5,Estimate based on the measured rate of influent flow,Estimations fondée sur le débit mesuré de l'affluent,,No,Non,Intermittent,Intermittent,"Grit Removal, Screening, Primary Sedimentation Clarification, Lagoon Aerobic, Lagoon Anaerobic, Lagoon Facultative, Storage Ponds","Dessablage, Dégrillage, Sédimentation clarification primaire, Étangs Aérobie, Étangs Anaérobie, Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,53.0608,-113.9642,Verified,Vérifié,Final Discharge Point,Point de rejet final,Pipestone Creek,Drainage Ditch,Agriculture (e.g irrigation),Agriculture (irrigation),Other,Autre,operational,opérationnel
26881,County of Wetaskiwin No. 10,Winfield Lagoon,Winfield,Alberta,Alberta,T0C2X0,Municipal or another local authority,Municipalité ou une autre autorité locale,Municipal or another local authority,Municipalité ou une autre autorité locale,82,Estimate based on generally accepted engineering practices,Estimations fondée sur les pratiques d'ingénierie généralement reconnues,,No,Non,Intermittent,Intermittent,"Lagoon Facultative, Storage Ponds","Étangs Facultative, Bassins de stockage",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,Yes,Oui,Annually,Annuel,Yearly,Annuel,52.962,-114.4345,Verified,Vérifié,Final Discharge Point,Point de rejet final,Poplar Creek,Poplar Creek,Other,Autre,Other,Autre,operational,opérationnel
23871,DND/ MDN,4 WG/ 4 Esc - Water Treatment Plant / Usine traitement eaux (Cold lake),Cold Lake,Alberta,Alberta,T9M 2C6,Federal,Fédéral,Federal,Fédéral,1550,Continuous measure of effluent volume deposited via the final discharge point,Mesure en continu du volume d'effluent rejeté à partir du point de rejet final,,No,Non,Continuous,Continu,"Grit Removal, Screening, Extended Aeration Activated Sludge, Oxidation Ditch, Disinfection","Dessablage, Dégrillage,Boues activées par aération prolongée, Chenal d'oxydation, Désinfection",,Effluent is deposited to water frequented by fish from a place where it was deposited via the final discharge point,L'effluent pénètre dans les eaux fréquentées par les poissons à partir d'un lieu où il a été rejeté à partir du point de rejet final.,No,Non,Quarterly,Trimestriel,Quarterly,Trimestriel,54.4194,-110.2819,Verified,Vérifié,Final Discharge Point,Point de rejet final,,,Other,Autre,Other,Autre,operational,opérationnel
